TXA_ITIS,TXA_Level,TXA_Name,TXA_Binomial,TXA_Parent,TXA_Author,TXA_Year,TXA_CAAB,USER,TXA_Time,TXA_Group,TXA_ReleaseDate,TXA_ExpReleaseDate,TXA_Created_At,TXA_Updated_At,TXA_WoRMsID,TXA_ProfileStatus,created,created_by,updated,updated_by
86329,140,Harpacticidae,NA,86110,"Dana, 1846",NA,NA,ITIS,NA,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
86392,142,Harpacticella,NA,86329,"G. O. Sars, 1908",NA,NA,ITIS,NA,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
86396,143,paradoxa,Harpacticella paradoxa,86392,"(Brehm, 1924)",NA,NA,ITIS,NA,Crustaceans-Copepods,2015-07-09,2015-05-18,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
86544,140,Tachidiidae,NA,86110,"Boeck, 1865",NA,NA,ITIS,2004-11-09 16:21:59,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
86557,142,Tachidius,NA,86544,"Lilljeborg, 1853",NA,NA,ITIS,2004-11-09 16:21:59,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
86558,143,triangularis,Tachidius triangularis,86557,"Shen and Tai, 1963                            1996",NA,NA,ITIS,2004-11-09 16:21:59,Crustaceans-Copepods,2015-07-09,2015-05-18,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
88530,136,Cyclopoida,NA,85257,,NA,NA,ITIS,2001-09-11 15:28:45,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
88634,140,Cyclopidae,NA,88530,"Dana, 1846",NA,NA,ITIS,2006-07-07 10:12:51,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
88760,142,Apocyclops,NA,88634,"Lindberg, 1942",NA,NA,ITIS,2006-07-07 10:12:51,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
88801,140,Oithonidae,NA,88530,"Ho, 1986",NA,NA,ITIS,2001-09-11 15:28:45,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
88802,142,Oithona,NA,88801,"Baird, 1843",NA,NA,ITIS,2001-09-11 15:28:45,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
88825,143,davisae,Oithona davisae,88802,"Ferrari F.D. &amp; Orsi, 1984",NA,NA,ITIS,2001-09-11 15:55:20,Crustaceans-Copepods,2015-07-09,2015-05-18,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89007,136,Caligoida,NA,85257,,NA,NA,ITIS,2001-09-11 15:28:43,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89252,140,Lernaeidae,NA,89007,"Ho, 1986",NA,NA,ITIS,2001-09-11 15:28:43,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89253,142,Lernaea,NA,89252,"Linnaeus, 1746",NA,NA,ITIS,2001-09-11 15:28:43,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89254,143,cyprinacea,Lernaea cyprinacea,89253,"Linnaeus, 1758",NA,NA,ITIS,2001-09-11 15:55:10,Crustaceans-Copepods,2015-07-09,2015-05-18,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89403,134,Branchiura,NA,621145,,NA,NA,ITIS,2001-09-11 16:02:17,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89405,136,Arguloida,NA,89403,,NA,NA,ITIS,2001-09-11 16:02:17,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89406,140,Argulidae,NA,89405,,NA,NA,ITIS,2001-09-11 16:02:17,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89407,142,Argulus,NA,89406,"Mueller, 1785",NA,NA,ITIS,2001-09-11 16:02:17,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89433,208,Cirripedia,NA,621146,,NA,NA,ITIS,2001-09-11 16:01:45,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89434,135,Thoracica,NA,89433,,NA,NA,ITIS,2001-09-11 16:01:45,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89589,137,Balanomorpha,NA,621154,,NA,NA,ITIS,2001-09-11 16:01:45,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89590,140,Chthamalidae,NA,621171,,NA,NA,ITIS,2003-10-10 11:02:52,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89591,142,Chthamalus,NA,89590,"Ranzani, 1817",NA,NA,ITIS,2003-10-10 11:02:52,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89593,143,fragilis,Chthamalus fragilis,89591,"Darwin, 1854",NA,NA,ITIS,2003-10-10 11:02:52,Crustaceans-Barnacles,2013-01-01,2099-01-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89598,143,proteus,Chthamalus proteus,89591,"Dando and Southward, 1980 1996-06-13",NA,NA,ITIS,NA,Crustaceans-Barnacles,2013-01-01,2099-01-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89599,140,Balanidae,NA,621174,,NA,NA,ITIS,2001-09-11 16:01:45,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89600,142,Balanus,NA,89599,"De Costa, 1778",NA,NA,ITIS,2001-09-11 16:01:45,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89606,143,crenatus,Balanus crenatus,89600,,NA,NA,ITIS,2001-09-11 16:19:29,Crustaceans-Barnacles,2013-01-01,2099-01-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89609,143,glandula,Balanus glandula,89600,"Darwin, 1854 2003-09-26",NA,NA,ITIS,NA,Crustaceans-Barnacles,2013-01-01,2099-01-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89616,143,amphitrite,Amphibalanus amphitrite,-466,"(Darwin, 1854)",NA,NA,Admin,2001-10-01 13:32:14,Crustaceans-Barnacles,2013-01-01,2099-01-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89621,143,eburneus,Amphibalanus eburneus,-466,"(Gould, 1841)",NA,NA,Admin,2001-10-04 10:29:11,Crustaceans-Barnacles,2013-01-01,2099-01-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89622,143,improvisus,Amphibalanus improvisus,-466,"(Darwin, 1854)",NA,NA,ITIS,2001-09-11 16:01:45,Crustaceans-Barnacles,2013-01-01,2099-01-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89628,143,trigonus,Balanus trigonus,89600,"Darwin, 1854",NA,NA,ITIS,2001-09-11 16:16:52,Crustaceans-Barnacles,2013-01-01,2099-01-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89629,143,calidus,Balanus calidus,89600,"Pilsbry, 1916",NA,NA,ITIS,NA,Crustaceans-Barnacles,2017-09-26,2099-01-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89635,143,reticulatus,Amphibalanus reticulatus,-466,"(Utinomi, 1967)",NA,NA,ITIS,2001-09-11 16:13:03,Crustaceans-Barnacles,2013-01-01,2099-01-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89636,143,subalbidus,Amphibalanus subalbidus,-466,"(Henry, 1973)",NA,NA,ITIS,2001-09-11 16:15:44,Crustaceans-Barnacles,2013-01-01,2099-01-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89657,142,Megabalanus,NA,89599,"Hoek, 1913                                    1996",NA,NA,ITIS,2004-10-15 14:57:25,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89740,135,Rhizocephala,NA,89433,NA,NA,NA,Admin,2001-11-06 15:00:57,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89741,136,Kentrogonida,NA,89740,NA,NA,NA,Admin,2001-11-06 15:01:41,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89750,140,Sacculinidae,NA,89741,NA,NA,NA,Admin,2001-11-06 15:02:47,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89751,142,Loxothylacus,NA,89750,"Boschma, 1928",NA,NA,Admin,2001-11-06 15:04:08,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89752,143,panopaei,Loxothylacus panopaei,89751,"(Gissler, 1884)",NA,NA,Admin,2001-11-06 15:05:55,Crustaceans-Barnacles,2013-01-01,2099-01-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89787,133,Malacostraca,NA,83677,"Latreille, 1806",NA,NA,ITIS,2001-05-24 11:53:44,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89788,134,Phyllocarida,NA,89787,"Packard, 1879",NA,NA,ITIS,2003-08-28 12:02:11,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89790,140,Nebaliidae,NA,331680,"Samouelle, 1819 2003-03-25",NA,NA,ITIS,2003-08-28 12:02:11,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89801,134,Eumalacostraca,NA,89787,"Grobben, 1892",NA,NA,ITIS,2001-05-24 11:53:44,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89807,136,Mysidacea,NA,573755,"Boas, 1883",NA,NA,ITIS,2001-09-11 15:27:13,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89855,137,Mysida,NA,89807,"Boas, 1883",NA,NA,ITIS,2001-09-11 15:27:13,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89856,140,Mysidae,NA,89855,,NA,NA,ITIS,2001-09-11 15:27:13,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89857,142,Orientomysis,NA,89856,Derzhavin 1913,NA,NA,ITIS,2001-09-11 15:27:13,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
89876,143,aspera,Orientomysis aspera,89857,"(Ii, 1964)",NA,NA,ITIS,2001-09-11 15:49:45,Crustaceans-Mysids,2015-07-09,2015-05-18,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
90054,142,Neomysis,NA,89856,"Czerniavsky, 1882",NA,NA,ITIS,NA,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
90070,143,japonica,Neomysis japonica,90054,"Nakazawa, 1910",NA,NA,ITIS,NA,Crustaceans-Mysids,2015-07-09,2015-05-18,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
90180,142,Praunus,NA,89856,,NA,NA,ITIS,2001-09-11 15:29:22,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
90181,143,flexuosus,Praunus flexuosus,90180,"(M&uuml;ller, 1776)",NA,NA,ITIS,2001-09-11 15:57:46,Crustaceans-Mysids,2015-07-09,2015-05-18,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
90745,136,Cumacea,NA,573755,"Krøyer, 1846",NA,NA,ITIS,2003-09-08 15:41:06,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
90778,140,Leuconidae,NA,90745,"Sars, 1878 2002-02-12",NA,NA,ITIS,2003-09-08 15:41:06,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
91061,136,Tanaidacea,NA,573755,"Dana, 1849",NA,NA,ITIS,2003-09-04 09:10:15,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
91381,140,Tanaididae,NA,609980,"Dana, 1849",NA,NA,ITIS,2003-09-04 09:10:15,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
91450,142,Sinelobus,NA,91381,"Seig, 1980                                    1996",NA,NA,ITIS,2003-09-04 09:10:15,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
91515,142,Zeuxo,NA,91381,"Templeton, 1840                               1996",NA,NA,ITIS,2003-10-06 11:56:40,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92120,136,Isopoda,NA,573755,"Latreille, 1817",NA,NA,ITIS,2001-05-24 11:53:44,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92143,137,Anthuridea,NA,92120,"Leach, 1814",NA,NA,ITIS,2003-10-06 10:54:05,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92208,140,Paranthuridae,NA,92143,"Menzies & Glynn, 1968",NA,NA,ITIS,2003-10-06 10:54:05,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92219,142,Paranthura,NA,92208,"Bate & Westwood, 1868 1996-11-07",NA,NA,ITIS,2003-10-06 10:54:05,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92224,137,Flabellifera,NA,92120,"Sars, 1882",NA,NA,ITIS,2001-09-06 10:28:30,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92225,140,Cirolanidae,NA,92224,"Dana, 1852",NA,NA,ITIS,2001-09-11 15:27:07,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92268,142,Eurylana,NA,92225,"Jansen, 1981B",NA,NA,ITIS,2001-09-11 15:27:07,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92269,143,arcuata,Eurylana arcuata,92268,"(Hale, 1925)",NA,NA,ITIS,2001-09-11 15:49:17,Crustaceans-Isopods,2016-06-20,2016-05-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92283,140,Sphaeromatidae,NA,92224,"H. Milne-Edwards, 1840",NA,NA,ITIS,2001-09-06 10:28:30,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92337,142,Sphaeroma,NA,92283,"Bosc, 1802",NA,NA,ITIS,2001-09-06 10:28:30,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92340,143,quoianum,Sphaeroma quoianum,92337,"H. Milne Edwards, 1840",NA,NA,ITIS,2001-09-11 16:12:47,Crustaceans-Isopods,2016-06-20,2016-05-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92341,143,walkeri,Sphaeroma walkeri,92337,"Stebbing, 1905",NA,NA,ITIS,2001-09-11 16:19:02,Crustaceans-Isopods,2016-06-20,2016-05-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92342,143,terebrans,Sphaeroma terebrans,92337,"Bate, 1866",NA,NA,ITIS,2001-09-06 10:28:30,Crustaceans-Isopods,2017-06-21,2016-05-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92398,142,Pseudosphaeroma,NA,92283,"Chilton, 1909",NA,NA,ITIS,2006-09-06 15:11:53,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92400,143,sp. A,Pseudosphaeroma sp. A,92398,Bruce & Wetzer 2008,NA,NA,ITIS,2006-09-06 15:11:53,Crustaceans-Isopods,2016-06-20,2016-05-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92406,142,Dynoides,NA,92283,"Barnard, 1914B",NA,NA,ITIS,2001-09-11 15:28:52,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92407,143,dentisinus,Dynoides dentisinus,92406,"Shen, 1929",NA,NA,ITIS,2001-09-11 15:55:42,Crustaceans-Isopods,2016-06-20,2016-05-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92410,142,Paradella,NA,92283,"Harrison & Holdich, 1982A",NA,NA,ITIS,2003-10-02 16:35:09,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92411,143,dianae,Paradella dianae,92410,"(Menzies, 1962)",NA,NA,ITIS,2003-10-02 16:35:09,Crustaceans-Isopods,2017-06-21,2016-05-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92425,140,Limnoriidae,NA,92224,"Harger, 1879",NA,NA,ITIS,2001-09-11 16:11:03,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92426,142,Limnoria,NA,92425,"Leach, 1814",NA,NA,ITIS,2001-09-11 16:11:03,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92429,143,quadripunctata,Limnoria quadripunctata,92426,"Holthuis, 1949",NA,NA,ITIS,2001-09-11 16:12:42,Crustaceans-Isopods,2016-06-20,2016-05-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92430,143,tripunctata,Limnoria tripunctata,92426,"Menzies, 1951",NA,NA,ITIS,2001-09-11 16:16:57,Crustaceans-Isopods,2016-06-20,2016-05-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92433,143,pfefferi,Limnoria pfefferi,92426,"Stebbing, 1904",NA,NA,ITIS,2001-09-11 16:11:03,Crustaceans-Isopods,2017-06-21,2016-05-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92434,143,saseboensis,Limnoria saseboensis,92426,"Menzies, 1957",NA,NA,ITIS,2001-09-11 16:13:54,Crustaceans-Isopods,2040-01-01,2016-05-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92538,137,Valvifera,NA,92120,"Sars, 1882",NA,NA,ITIS,2001-09-11 16:03:01,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92564,140,Idoteidae,NA,92538,"Samouelle, 1819",NA,NA,ITIS,2001-09-11 16:03:01,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92566,142,Synidotea,NA,92564,"Harger, 1878",NA,NA,ITIS,2001-09-11 16:03:01,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92650,137,Asellota,NA,92120,"Latreille, 1803",NA,NA,ITIS,2001-09-11 16:01:13,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92657,140,Asellidae,NA,92650,"Rafinesque-Schmaltz, 1815",NA,NA,ITIS,2003-10-01 14:00:55,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92658,142,Asellus,NA,92657,"Geoffroy, 1764",NA,NA,ITIS,2003-10-01 14:00:55,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92686,142,Caecidotea,NA,92657,"Packard, 1871",NA,NA,ITIS,2003-10-01 14:09:32,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92692,143,racovitzai,Caecidotea racovitzai,92686,"Williams, 1970",NA,NA,ITIS,2003-10-01 14:09:32,Crustaceans-Isopods,2016-06-20,2016-05-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92788,142,Iais,NA,92810,"Bovallius, 1886",NA,NA,ITIS,2003-09-04 12:01:32,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92789,143,californica,Iais californica,92788,"(Richardson, 1904)",NA,NA,ITIS,2003-09-04 12:01:32,Crustaceans-Isopods,2016-06-20,2016-05-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92810,140,Janiridae,NA,92650,"G. O. Sars, 1897",NA,NA,ITIS,2001-09-11 16:01:13,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92844,142,Ianiropsis,NA,92810,"Sars, 1897",NA,NA,ITIS,2001-09-11 16:14:33,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92872,142,Caecijaera,NA,92810,"Menzies, 1951",NA,NA,ITIS,2001-09-11 16:01:13,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92873,143,horvathi,Caecijaera horvathi,92872,"Menzies, 1951",NA,NA,ITIS,2001-09-11 16:01:13,Crustaceans-Isopods,2016-06-20,2016-05-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92956,140,Munnidae,NA,331620,"Sars, 1897",NA,NA,ITIS,2006-09-06 15:00:46,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
92973,142,Uromunna,Uromunna sp. A,92956,"Menzies, 1962 2003-09-26",NA,NA,ITIS,2006-09-06 15:00:46,Crustaceans-Isopods,2040-01-01,2016-05-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
93076,137,Epicaridea,NA,92120,"Latreille, 1831",NA,NA,ITIS,2005-08-26 10:14:37,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
93108,140,Bopyridae,NA,621179,"Rafinesque-Schmaltz, 1815",NA,NA,ITIS,2005-08-26 10:14:37,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
93200,142,Orthione,NA,93108,"Markham, 1988 1996-11-07",NA,NA,ITIS,2005-08-26 10:14:37,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
93223,137,Oniscidea,NA,92120,,NA,NA,ITIS,2001-05-24 11:53:44,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
93224,140,Ligiidae,NA,331642,"Brandt, 1883",NA,NA,ITIS,2001-05-24 11:53:44,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
93226,142,Ligia,NA,93224,"Weber, 1795",NA,NA,ITIS,2001-05-24 11:53:44,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
93228,143,exotica,Ligia exotica,93226,"Roux, 1828",NA,NA,ITIS,2001-05-24 11:53:44,Crustaceans-Isopods,2017-06-21,2016-05-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
93230,143,oceanica,Ligia oceanica,93226,"Linnaeus, 1767&nbsp;",NA,NA,ITIS,2003-10-02 08:53:15,Crustaceans-Isopods,2017-06-21,2016-05-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
93294,136,Amphipoda,NA,573755,"Latreille, 1816",NA,NA,ITIS,2001-09-11 14:01:02,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
93295,137,Gammaridea,NA,93294,,NA,NA,ITIS,2001-09-11 14:01:02,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
93320,140,Ampeliscidae,NA,93295,,NA,NA,ITIS,2001-09-11 14:01:02,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
93321,142,Ampelisca,NA,93320,"Kroyer, 1842",NA,NA,ITIS,2001-09-11 14:01:02,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
93329,143,abdita,Ampelisca abdita,93321,"Mills, 1964",NA,NA,ITIS,2001-09-11 15:47:24,Crustaceans-Amphipods,2016-03-17,2015-09-28,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
93382,140,Amphilochidae,NA,93295,"Boeck, 1871",NA,NA,ITIS,2003-10-09 15:48:41,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
